company,country,genre,name,rating,runtime,score,votes,year
Columbia Pictures Corporation,USA,Comedy,50 First Dates,PG-13,99,6.8,283647,2004
Revolution Films,UK,Drama,9 Songs,NOT RATED,71,4.9,18981,2004
DreamWorks,USA,Comedy,Anchorman: The Legend of Ron Burgundy,PG-13,94,7.2,286238,2004
Twentieth Century Fox Film Corporation,USA,Action,AVP: Alien vs. Predator,PG-13,101,5.6,157399,2004
Walt Disney Pictures,USA,Action,National Treasure,PG,131,6.9,268591,2004
Walt Disney Pictures,USA,Comedy,The Princess Diaries 2: Royal Engagement,G,113,5.7,59819,2004
New Line Cinema,USA,Action,Blade: Trinity,R,113,5.9,143476,2004
Universal Pictures,Germany,Action,Juego de viernes por la noche,PG-13,118,7.3,50432,2004
Warner Bros.,USA,Crime,Ocean's Twelve,PG-13,125,6.5,305800,2004
Universal Pictures,USA,Comedy,Along Came Polly,PG-13,90,5.9,111747,2004
Lions Gate Films,USA,Drama,Dirty Dancing: Havana Nights,PG-13,86,6,23521,2004
ERBP,USA,Drama,Primer,PG-13,77,6.9,81468,2004
Endgame Entertainment,USA,Adventure,Harold & Kumar Go to White Castle,R,88,7.1,163200,2004
Paramount Pictures,USA,Action,Team America: World Police,R,98,7.2,142880,2004
Miramax,USA,Comedy,Ella Enchanted,PG,96,6.3,51752,2004
Camelot Pictures,USA,Comedy,Garden State,R,102,7.5,194118,2004
Paramount Pictures,USA,Comedy,The Stepford Wives,PG-13,93,5.2,52194,2004
Metro-Goldwyn-Mayer (MGM),USA,Comedy,Sleepover,PG,89,5.3,13433,2004
Columbia Pictures,USA,Horror,The Grudge,PG-13,91,5.9,123089,2004
Walt Disney Pictures,Germany,Comedy,Confessions of a Teenage Drama Queen,PG,89,4.6,24586,2004
Castle Rock Entertainment,USA,Animation,The Polar Express,G,100,6.6,134170,2004
Davis Films / Impact Pictures,Germany,Action,Resident Evil: Apocalypse,R,94,6.2,164937,2004
Warner Independent Pictures (WIP),USA,Drama,Before Sunset,R,80,8,183175,2004
United Artists,UK,Biography,Hotel Rwanda,PG-13,121,8.1,286561,2004
Grand Slam Productions,USA,Mystery,Secret Window,PG-13,96,6.6,157858,2004
Universal Pictures,USA,Comedy,Meet the Fockers,PG-13,115,6.3,223589,2004
Paramount Pictures,USA,Drama,The Manchurian Candidate,R,129,6.6,91522,2004
DreamWorks Animation,USA,Animation,Shark Tale,PG,90,6,142203,2004
Warner Bros.,USA,Crime,Taking Lives,R,103,6.2,69195,2004
Warner Bros.,USA,Action,Catwoman,PG-13,104,3.3,93348,2004
Columbia Pictures Film Production Asia,Hong Kong,Action,Kung Fu Hustle,R,99,7.8,106883,2004
Touchstone Pictures,USA,Comedy,The Ladykillers,R,104,6.2,88680,2004
Metro-Goldwyn-Mayer (MGM),USA,Action,Walking Tall,PG-13,86,6.2,57133,2004
Warner Bros.,USA,Animation,Scooby-Doo 2: Monsters Unleashed,PG,93,5,36847,2004
Columbia Pictures Corporation,USA,Comedy,Spanglish,PG-13,131,6.4,69272,2004
Paramount Pictures,USA,Action,Sky Captain and the World of Tomorrow,PG,106,6.1,75399,2004
Walden Media,USA,Action,Around the World in 80 Days,PG,120,5.8,73536,2004
Paramount Pictures,USA,Animation,The SpongeBob SquarePants Movie,PG,87,7,64107,2004
Pop Pop Productions,Canada,Biography,Miracle,PG,135,7.5,39178,2004
Universal Pictures,USA,Biography,Ray,PG-13,152,7.7,118242,2004
Universal Pictures,UK,Comedy,Bridget Jones: The Edge of Reason,R,108,5.9,86030,2004
Sogepaq,Spain,Biography,The Sea Inside,PG-13,125,8,68461,2004
New Line Cinema,USA,Family,Raise Your Voice,PG,100,5.9,23974,2004
2003 Productions,France,Drama,A Very Long Engagement,R,133,7.7,65330,2004
Metro-Goldwyn-Mayer (MGM),USA,Drama,Wicker Park,PG-13,114,7,47335,2004
Twentieth Century Fox Film Corporation,USA,Action,Taxi,PG-13,97,4.4,35086,2004
Lions Gate Films,USA,Comedy,The Prince and Me,PG,111,5.9,33861,2004
Dimension Films,USA,Comedy,Starsky & Hutch,PG-13,101,6.1,125648,2004
Twentieth Century Fox Film Corporation,USA,Action,Flight of the Phoenix,PG-13,113,6.1,47448,2004
Alcon Entertainment,USA,Comedy,Chasing Liberty,PG-13,101,6.1,31901,2004
Antidote Films (I),USA,Drama,Mysterious Skin,UNRATED,105,7.7,59675,2004
Fox 2000 Pictures,USA,Adventure,Catch That Kid,PG,91,5.2,8514,2004
Universal Pictures,UK,Comedy,Wimbledon,PG-13,98,6.3,54188,2004
Screen Gems,USA,Action,D.E.B.S.,PG-13,91,5.3,12868,2004
New Line Cinema,USA,Action,Cellular,PG-13,94,6.5,82822,2004
Warp Films,UK,Crime,Dead Man's Shoes,NOT RATED,90,7.7,42662,2004
Dimension Films,Netherlands,Crime,La isla maldita,R,106,6.4,51913,2004
Fox Searchlight Pictures,USA,Comedy,I Heart Huckabees,R,107,6.7,58556,2004
Twentieth Century Fox Film Corporation,USA,Animation,Garfield,PG,80,5,64907,2004
EuropaCorp,France,Action,District B13,R,84,7.2,58967,2004
Fox Searchlight Pictures,USA,Biography,Kinsey,R,118,7.1,44032,2004
Revolution Studios,USA,Drama,The Forgotten,PG-13,91,5.8,59556,2004
Paramount Pictures,USA,Adventure,Without a Paddle,PG-13,95,5.9,39199,2004
FilmFour,Argentina,Adventure,The Motorcycle Diaries,R,126,7.8,87264,2004
Miramax,USA,Comedy,Jersey Girl,PG-13,102,6.2,57178,2004
Beijing New Picture Film Co.,China,Action,House of Flying Daggers,PG-13,119,7.6,96858,2004
Focus Features,USA,Drama,Vanity Fair,PG-13,141,6.2,18147,2004
Jet Tone Films,Hong Kong,Drama,2046,R,129,7.5,44039,2004
Metro-Goldwyn-Mayer (MGM),USA,Comedy,Soul Plane,R,86,4.4,19204,2004
Working Title Films,UK,Action,Thunderbirds,PG,95,4.2,11740,2004
Morgan Creek Productions,USA,Horror,Exorcist: The Beginning,R,114,5.1,29891,2004
Broken Lizard Industries,USA,Comedy,Club Dread,R,104,5.7,24974,2004
DreamWorks,USA,Comedy,Win a Date with Tad Hamilton!,PG-13,100,5.6,23925,2004
Paramount Pictures,USA,Comedy,The Perfect Score,PG-13,93,5.7,20826,2004
United Artists,USA,Comedy,Saved!,PG-13,92,6.8,41580,2004
Touchstone Pictures,USA,Action,Hidalgo,PG-13,136,6.7,70672,2004
Whitewater Films,USA,Crime,Mean Creek,R,90,7.3,27763,2004
Screen Gems,USA,Drama,You Got Served,PG-13,95,3.5,24154,2004
Revolution Studios,USA,Comedy,Christmas with the Kranks,PG,99,5.2,30985,2004
New Line Cinema,USA,Action,After the Sunset,PG-13,97,6.3,40092,2004
Warner Bros.,USA,Action,Torque,PG-13,84,4,24682,2004
The Weinstein Company,UK,Drama,The Libertine,R,114,6.4,32405,2004
Lions Gate Films,UK,Biography,Beyond the Sea,PG-13,118,6.7,13453,2004
Fine Line Features,USA,Comedy,A Dirty Shame,NC-17,89,5.1,11124,2004
Warner Bros.,USA,Comedy,New York Minute,PG,100,4.9,18830,2004
Regency Enterprises,USA,Comedy,First Daughter,PG,100,5,18324,2004
Movision,USA,Drama,The Merchant of Venice,R,131,7.1,31158,2004
New Line Cinema,UK,Drama,Birth,R,100,6.1,31210,2004
Canal+ España,Spain,Crime,Bad Education,NC-17,106,7.5,48212,2004
Paramount Pictures,UK,Comedy,Alfie,R,103,6.2,45684,2004
Apocalypso Pictures,UK,Drama,My Summer of Love,R,86,6.8,17239,2004
Pathé Pictures International,UK,Comedy,Bride & Prejudice,PG-13,111,6.2,18188,2004
Shangri-La Entertainment,USA,Comedy,The Big Bounce,PG-13,88,4.9,16502,2004
Dylan Sellers Productions,USA,Action,Agent Cody Banks 2: Destination London,PG,100,4.5,12029,2004
Lions Gate Entertainment,USA,Action,The Final Cut,PG-13,95,6.2,28056,2004
Miramax,USA,Comedy,Shall We Dance,PG-13,106,6.1,37878,2004
Touchstone Pictures,USA,Drama,The Alamo,PG-13,137,6,17664,2004
Touchstone Pictures,USA,Action,Ladder 49,PG-13,115,6.5,50406,2004
Screen Gems,USA,Action,Anacondas: The Hunt for the Blood Orchid,PG-13,97,4.6,23961,2004
Touchstone Pictures,USA,Comedy,Raising Helen,PG-13,119,6,32370,2004
Vega Film,France,Drama,The Chorus,PG-13,97,7.9,47812,2004
Dash Films,USA,Drama,The Woodsman,R,87,7.2,28874,2004
Olga Film GmbH,Germany,Drama,Before the Fall,Not specified,117,7.4,11986,2004
ApolloMedia Distribution,Germany,Comedy,Superbabies: Baby Geniuses 2,PG,88,2,26818,2004
Bandai Visual Company,Japan,Animation,Ghost in the Shell 2: Innocence,PG-13,100,7.6,30980,2004
DreamWorks,USA,Comedy,Envy,PG-13,99,4.8,27466,2004
Nine Yards Two Productions,USA,Comedy,The Whole Ten Yards,PG-13,98,5.5,48262,2004
Metro-Goldwyn-Mayer (MGM),UK,Biography,De-Lovely,PG-13,125,6.6,10018,2004
Lions Gate Films,USA,Drama,A Love Song for Bobby Long,R,119,7.2,23027,2004
Bazelevs Production,Russia,Action,Night Watch,R,114,6.5,48808,2004
Yash Raj Films,India,Drama,Veer-Zaara,NOT RATED,192,7.9,39916,2004
Paramount Pictures,Germany,Crime,Twisted,R,97,5.2,18006,2004
Pathé,France,Adventure,Two Brothers,PG,109,7.1,12650,2004
Walt Disney Pictures,USA,Animation,Home on the Range,PG,76,5.4,15266,2004
Above All Things Inc.,USA,Drama,The Heart Is Deceitful Above All Things,R,98,6.6,5569,2004
Not specified,USA,Comedy,In Good Company,PG-13,100,6.5,50314,2004
Twentieth Century Fox Film Corporation,USA,Comedy,Fat Albert,PG,93,4.3,9859,2004
Hart-Sharp Entertainment,USA,Comedy,P.S.,R,97,6.3,5299,2004
Fox Searchlight Pictures,USA,Comedy,Johnson Family Vacation,PG-13,97,4.4,6299,2004
Focus Features,USA,Comedy,The Door in the Floor,R,111,6.7,13913,2004
Red Carpet Productions,Australia,Drama,Amor o sexo,NOT RATED,106,6.8,6621,2004
Motion Picture Corporation of America (MPCA),USA,Horror,Riding the Bullet,R,100,5.2,7968,2004
Applause Pictures,Hong Kong,Horror,Three... Extremes,R,118,7,16728,2004
Franchise Pictures,Germany,Action,Spartan,R,102,6.6,27340,2004
Remstar Productions,UK,Drama,Head in the Clouds,R,121,6.6,13138,2004
Bobby Jones Films LLC,USA,Biography,Bobby Jones: Stroke of Genius,PG,129,6.7,3364,2004
Gemini Films,France,Drama,Ma mère,NC-17,110,5.1,5331,2004
Deep River Productions,Ireland,Comedy,Las leyes de atracción,PG-13,90,5.9,19776,2004
HBO Films,Colombia,Crime,Maria Full of Grace,R,101,7.5,31546,2004
Huit et Demi Productions,France,Crime,Lila Says,R,89,7,4054,2004
40 Acres & A Mule Filmworks,USA,Comedy,She Hate Me,R,138,5.3,6600,2004
Claussen & Wöbke Filmproduktion GmbH,Germany,Comedy,Summer Storm,R,98,7.4,11810,2004
Pathé Pictures International,UK,Comedy,Millions,PG-13,98,6.9,22743,2004
Bob Yari Productions,USA,Comedy,House of D,PG-13,96,7,7919,2004
Mid Day Multimedia Limited,India,Crime,Black Friday,NOT RATED,143,8.6,13141,2004
Revolution Studios,USA,Comedy,Little Black Book,PG-13,111,5.3,15844,2004
Fox Searchlight Pictures,USA,Comedy,Melinda and Melinda,PG-13,99,6.5,28468,2004
True West Films,UK,Biography,It's All Gone Pete Tong,R,90,7.4,17570,2004
Les Films Alain Sarde,UK,Crime,Vera Drake,R,125,7.7,21213,2004
UK Film Council,UK,Drama,Ladies in Lavender,PG-13,104,7.1,8937,2004
United Artists,USA,Drama,Undertow,R,108,6.7,7587,2004
Sonet Film AB,Sweden,Comedy,As It Is in Heaven,Not specified,133,7.6,14388,2004
Eulogy Productions LLC,USA,Comedy,Eulogy,R,91,6.7,7932,2004
Twentieth Century Fox Film Corporation,USA,Comedy,Welcome to Mooseport,PG-13,110,5.2,11058,2004
Ashutosh Gowariker Productions Pvt. Ltd.,India,Drama,Swades,NOT RATED,195,8.3,66309,2004
Destination Films,USA,Comedy,Saving Face,R,91,7.5,8312,2004
Paramount Pictures,UK,Crime,Suspect Zero,R,100,5.9,17171,2004
Ariztical Entertainment,USA,Comedy,Eating Out,UNRATED,90,5.9,5354,2004
Pathé Pictures International,UK,Drama,Dear Frankie,PG-13,105,7.8,19530,2004
Pathé Pictures International,UK,Drama,Enduring Love,R,100,6.4,9152,2004
Lions Gate Films,Canada,Drama,Godsend,PG-13,102,4.8,23154,2004
Fox Searchlight Pictures,Germany,Drama,The Clearing,R,95,5.9,12195,2004
New Line Cinema,USA,Action,Highwaymen,R,80,5.7,7657,2004
Alliance Atlantis Communications,Canada,Comedy,Saint Ralph,PG-13,98,7.6,5291,2004
WT2 Productions,UK,Comedy,Rory O'Shea Was Here,R,104,7.9,12466,2004
Metro-Goldwyn-Mayer (MGM),USA,Comedy,Barbershop 2: Back in Business,PG-13,106,5.7,11281,2004
Serendipity Point Films,Canada,Comedy,"Julia, una mujer seductora",R,104,7,11052,2004
Mij Film Co.,Iran,Drama,Turtles Can Fly,PG-13,98,8.1,14720,2004
Front Street Pictures,USA,Drama,We Don't Live Here Anymore,R,101,6.3,8531,2004
Beyond Films,UK,Drama,A Good Woman,PG,93,6.5,10196,2004
Jet Tone Films,USA,Drama,Eros,R,104,6,5387,2004
Kim Ki-Duk Film,South Korea,Crime,3-Iron,R,88,8.1,41640,2004
Touchstone Pictures,USA,Comedy,Mr 3000,PG-13,104,5.5,12740,2004
La Parti Productions,Belgium,Horror,Calvaire,NOT RATED,88,6.2,10084,2004
Lions Gate Films,UK,Drama,Stage Beauty,R,106,7.2,9141,2004
Extra Large Pictures,USA,Comedy,Palindromes,NOT RATED,100,6.8,11133,2004
Lucky 7 Productions LLC,UK,Biography,Modigliani,R,128,7.4,9098,2004
DreamWorks,USA,Comedy,Surviving Christmas,PG-13,91,5.3,18771,2004
Universal Pictures,USA,Comedy,Connie and Carla,PG-13,108,6.3,7171,2004
Bandai Visual Company,Japan,Animation,Steamboy,PG-13,126,6.9,14575,2004
Hart-Sharp Entertainment,USA,Drama,A Home at the End of the World,R,97,6.8,12420,2004
4 Kids Entertainment,Japan,Animation,Yu-Gi-Oh!: The Movie,PG,100,4.6,6776,2004
Rent Productions LLC,USA,Drama,Rent,PG-13,135,7,43683,2005
Warner Bros.,USA,Adventure,Charlie and the Chocolate Factory,PG,115,6.7,350762,2005
Warner Bros.,UK,Adventure,Harry Potter and the Goblet of Fire,PG-13,157,7.7,429209,2005
Warner Bros.,USA,Action,Batman Begins,PG-13,152,8.3,1075968,2005
Universal Pictures,USA,Action,Serenity,PG-13,119,7.9,255155,2005
Warner Bros.,USA,Action,V for Vendetta,R,132,8.2,867117,2005
Dimension Films,USA,Crime,Sin City,R,124,8,690034,2005
Focus Features,France,Drama,Pride & Prejudice,PG,129,7.8,209548,2005
Touchstone Pictures,UK,Adventure,The Hitchhiker's Guide to the Galaxy,PG,109,6.8,165212,2005
Focus Features,USA,Drama,Brokeback Mountain,R,134,7.7,276758,2005
New Line Cinema,USA,Comedy,Wedding Crashers,R,119,7,295346,2005
Walt Disney Pictures,USA,Adventure,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,143,6.9,310549,2005
Paramount Pictures,USA,Comedy,The Longest Yard,PG-13,113,6.4,139788,2005
Hostel LLC,USA,Horror,Hostel,R,94,5.9,147832,2005
Twentieth Century Fox Film Corporation,USA,Action,Kingdom of Heaven,R,144,7.2,232742,2005
Lucasfilm,USA,Action,Star Wars: Episode III - Revenge of the Sith,PG-13,140,7.6,570398,2005
Paramount Pictures,USA,Adventure,War of the Worlds,PG-13,116,6.5,357995,2005
Warner Bros.,USA,Drama,Constantine,R,121,6.9,253723,2005
Twentieth Century Fox Film Corporation,Canada,Action,Elektra,PG-13,97,4.8,75843,2005
Fox 2000 Pictures,USA,Biography,Walk the Line,PG-13,136,7.9,198923,2005
Celador Films,UK,Adventure,The Descent,R,99,7.2,167959,2005
Metro-Goldwyn-Mayer (MGM),USA,Drama,The Amityville Horror,R,90,6,91483,2005
Columbia Pictures Corporation,USA,Comedy,Hitch,PG-13,118,6.6,259673,2005
Universal Pictures,New Zealand,Action,King Kong,PG-13,187,7.2,340976,2005
Universal Pictures,USA,Comedy,The 40-Year-Old Virgin,R,116,7.1,334507,2005
Regency Enterprises,USA,Action,Mr. & Mrs. Smith,PG-13,120,6.5,379073,2005
Twisted Pictures,USA,Horror,Saw II,R,93,6.6,201006,2005
Samuel Goldwyn Films,USA,Comedy,The Squid and the Whale,R,81,7.4,64252,2005
Lions Gate Films,USA,Crime,The Devil's Rejects,R,107,6.9,80744,2005
Warner Bros.,USA,Animation,Corpse Bride,PG,77,7.4,205383,2005
Walt Disney Pictures,USA,Adventure,Sky High,PG,100,6.2,66438,2005
DreamWorks,USA,Action,The Island,PG-13,136,6.9,275721,2005
Gold Circle Films,USA,Comedy,The Wedding Date,PG-13,90,6.1,41497,2005
Baker Street,USA,Crime,Green Street Hooligans,R,109,7.5,125881,2005
Universal Pictures,USA,Biography,Cinderella Man,PG-13,144,8,156991,2005
Universal Pictures,USA,Action,Jarhead,R,125,7,152251,2005
DreamWorks,France,Crime,Munich,R,164,7.6,186355,2005
Metro-Goldwyn-Mayer (MGM),USA,Comedy,Be Cool,PG-13,118,5.7,61786,2005
Miramax,USA,Action,Hostage,R,113,6.6,97552,2005
New Line Cinema,USA,Crime,A History of Violence,R,96,7.5,198947,2005
Twentieth Century Fox Film Corporation,USA,Action,Fantastic Four,PG-13,106,5.7,280250,2005
BBC Films,UK,Drama,Match Point,R,124,7.7,178918,2005
Columbia Pictures Corporation,USA,Action,Zathura: A Space Adventure,PG,101,6.1,74238,2005
Universal Pictures,USA,Comedy,Nanny McPhee,PG,97,6.6,55077,2005
DreamWorks Animation,USA,Animation,Madagascar,PG,86,6.9,294387,2005
Warner Bros.,USA,Action,The Dukes of Hazzard,PG-13,104,5.1,68938,2005
Entertainment Manufacturing Company,USA,Crime,Lord of War,R,122,7.6,261701,2005
Lions Gate Films,USA,Crime,Hard Candy,R,104,7.1,138885,2005
Touchstone Pictures,USA,Drama,Flightplan,PG-13,98,6.2,134241,2005
Columbia Pictures Corporation,USA,Drama,Memoirs of a Geisha,PG-13,145,7.4,124833,2005
Screen Gems,USA,Drama,The Exorcism of Emily Rose,PG-13,119,6.7,103356,2005
New Line Cinema,USA,Biography,The New World,PG-13,135,6.7,74644,2005
Warner Bros.,Australia,Horror,La casa de cera,R,108,5.3,100354,2005
Twentieth Century Fox Film Corporation,USA,Adventure,Cheaper by the Dozen 2,PG,94,5.5,46237,2005
Paramount Pictures,USA,Action,Four Brothers,R,109,6.9,117043,2005
Dimension Films,USA,Action,The Adventures of Sharkboy and Lavagirl 3-D,PG,93,3.5,22677,2005
Warner Bros.,USA,Comedy,Kiss Kiss Bang Bang,R,103,7.6,188313,2005
Eden Rock Media,USA,Comedy,Waiting...,R,94,6.8,79505,2005
Dimension Films,USA,Adventure,The Brothers Grimm,PG-13,118,5.9,103728,2005
Paramount Pictures,USA,Action,Æon Flux,PG-13,93,5.5,114477,2005
Alcon Entertainment,USA,Comedy,The Sisterhood of the Traveling Pants,PG,119,6.5,47742,2005
Columbia Pictures Corporation,USA,Action,xXx: State of the Union,PG-13,101,4.4,58727,2005
Touchstone Pictures,USA,Adventure,Casanova,R,112,6.5,46586,2005
DreamWorks,USA,Mystery,Red Eye,PG-13,85,6.5,99003,2005
Twentieth Century Fox Animation,USA,Animation,Robots,PG,91,6.3,111639,2005
Inferno Distribution,Germany,Comedy,Just Friends,PG-13,96,6.2,88269,2005
DreamWorks,USA,Comedy,Just Like Heaven,PG-13,95,6.7,87397,2005
Bergman Lustig Productions,USA,Action,Brick,R,110,7.4,89353,2005
Columbia Pictures,USA,Action,The Legend of Zorro,PG,129,5.9,77748,2005
Coach Carter,USA,Biography,Coach Carter,PG-13,136,7.3,100602,2005
Walt Disney Pictures,USA,Adventure,Herbie Fully Loaded,G,101,4.8,38998,2005
Warner Bros.,USA,Comedy,Rumor Has It...,PG-13,97,5.5,43996,2005
Walt Disney Pictures,Canada,Action,The Pacifier,PG,95,5.6,72886,2005
Twentieth Century Fox Film Corporation,USA,Drama,Hide and Seek,R,101,5.9,73932,2005
"Australian Film Finance Corporation, The",Australia,Horror,Wolf Creek,R,99,6.3,59341,2005
Walt Disney Pictures,USA,Animation,Chicken Little,G,81,5.8,70253,2005
Columbia Pictures Corporation,USA,Biography,Lords of Dogtown,PG-13,107,7.1,46416,2005
Di Bonaventura Pictures,USA,Crime,Derailed,R,108,6.6,65085,2005
Universal Pictures,USA,Horror,The Skeleton Key,PG-13,104,6.5,93583,2005
Columbia Pictures Corporation,USA,Action,Into the Blue,PG-13,110,5.8,66598,2005
John Wells Productions,UK,Action,Doom,R,105,5.2,92480,2005
BBC Films,UK,Comedy,Imagine Me & You,R,90,6.8,25074,2005
EuropaCorp,France,Action,Revolver,R,111,6.5,78882,2005
EuropaCorp,France,Action,Transporter 2,PG-13,87,6.3,167685,2005
Universal Pictures,Canada,Horror,Tierra de los muertos,R,93,6.2,82522,2005
Focus Features,UK,Drama,The Constant Gardener,R,129,7.5,117703,2005
Sony Pictures Classics,USA,Biography,Capote,R,114,7.4,108050,2005
Universal Pictures,USA,Comedy,The Producers,PG-13,134,6.4,36654,2005
Focus Features,USA,Comedy,Broken Flowers,R,106,7.2,86481,2005
Paramount Pictures,UK,Action,Sahara,PG-13,124,6,81514,2005
Room 9 Entertainment,USA,Comedy,Thank You for Smoking,R,92,7.6,198616,2005
Warner Bros.,USA,Drama,Syriana,R,128,7,114811,2005
Andrea Sperling Productions,USA,Action,Harsh Times,R,116,6.9,57219,2005
Regency Enterprises,USA,Drama,Stay,R,99,6.9,65389,2005
The Weinstein Company,USA,Animation,Hoodwinked!,PG,80,6.5,48853,2005
The Family Stone,USA,Comedy,The Family Stone,PG-13,103,6.3,52044,2005
Mandalay Pictures,Germany,Drama,Regresiones de un hombre muerto,R,103,7.1,98068,2005
Paramount Pictures,USA,Comedy,"Yours, Mine & Ours",PG,88,5.4,23229,2005
Walt Disney Pictures,USA,Comedy,Ice Princess,G,98,6,21228,2005
CJ Capital Investment,South Korea,Crime,Lady Vengeance,R,115,7.6,58692,2005
BET Pictures,USA,Comedy,Diary of a Mad Black Woman,PG-13,100,5.7,11095,2005
Les Films du Losange,France,Drama,Caché,R,117,7.3,58915,2005
Miramax,USA,Drama,Proof,PG-13,100,6.8,38387,2005
DreamWorks,USA,Horror,The Ring Two,PG-13,110,5.4,78527,2005
Miramax,USA,Comedy,Kinky Boots,PG-13,107,7.1,15158,2005
UK Film Council,Australia,Crime,The Proposition,R,104,7.4,44941,2005
New Line Cinema,France,Action,Domino,R,127,6,59944,2005
New Line Cinema,USA,Comedy,Son of the Mask,PG,94,2.2,44519,2005
Touchstone Pictures,USA,Comedy,A Lot Like Love,PG-13,107,6.6,61081,2005
New Line Cinema,Germany,Comedy,Si te casas... te mato,PG-13,101,5.5,47280,2005
Touchstone Pictures,USA,Drama,Dark Water,PG-13,105,5.6,53073,2005
Cent Productions Inc.,USA,Biography,Get Rich or Die Tryin',R,117,5.1,38564,2005
Screen Gems,USA,Adventure,The Cave,PG-13,97,5.1,30287,2005
Recorded Picture Company (RPC),UK,Drama,Tideland,R,120,6.5,28341,2005
Conundrum Entertainment,USA,Comedy,The Ringer,PG-13,94,5.8,32291,2005
